Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang,Standardized_Complaint
शाळेची इमारत खराब झाली आहे.,Road,Positive,Low,Supa,2024-06-18,413109,mr,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Positive,High,Morgaon,2024-01-02,413304,mr,other_issue
Electricity supply is irregular in our area.,Sanitation,Neutral,Medium,Nimbut,2025-04-20,413110,en,other_issue
Medicines are not available at the PHC.,Road,Positive,Medium,Someshwar,2024-12-18,412306,en,medicines not available
No water supply in the village since several days.,Electricity,Negative,High,Morgaon,2025-06-28,413304,en,no water supply
Electricity supply is irregular in our area.,Health,Neutral,High,Malegaon,2024-05-30,413115,en,other_issue
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Negative,Low,Someshwar,2025-02-28,412306,mr,other_issue
गावातील स्वच्छता सुविधा अपुरी आहेत.,Road,Positive,Low,Someshwar,2024-12-28,412306,mr,other_issue
Electricity supply is irregular in our area.,Health,Positive,Low,Pandare,2025-04-11,413103,en,other_issue
Medicines are not available at the PHC.,Health,Negative,Medium,Pandare,2024-06-20,413103,en,medicines not available
Road conditions are very poor and dangerous.,Sanitation,Positive,High,Malegaon,2025-05-02,413115,en,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Positive,High,Baramati,2025-08-23,413102,mr,other_issue
No water supply in the village since several days.,Health,Negative,Medium,Someshwar,2024-01-20,412306,en,no water supply
School building is damaged and unsafe.,Electricity,Positive,High,Baramati,2024-08-11,413102,en,other_issue
School building is damaged and unsafe.,Electricity,Positive,High,Katphal,2024-10-04,413111,en,other_issue
No water supply in the village since several days.,Education,Positive,Low,Katphal,2024-03-12,413111,en,no water supply
No water supply in the village since several days.,Water,Neutral,High,Nimbut,2025-03-20,413110,en,no water supply
School building is damaged and unsafe.,Health,Positive,Medium,Someshwar,2025-08-13,412306,en,other_issue
Sanitation facilities are not adequate in the village.,Health,Positive,Low,Nimbut,2024-04-06,413110,en,other_issue
No water supply in the village since several days.,Education,Positive,Low,Malegaon,2024-12-27,413115,en,no water supply
शाळेची इमारत खराब झाली आहे.,Health,Negative,High,Nimbut,2025-03-31,413110,mr,other_issue
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Positive,High,Supa,2024-10-12,413109,mr,other_issue
Medicines are not available at the PHC.,Road,Neutral,Medium,Someshwar,2024-04-02,412306,en,medicines not available
No water supply in the village since several days.,Electricity,Positive,High,Katphal,2025-07-30,413111,en,no water supply
Medicines are not available at the PHC.,Electricity,Negative,High,Morgaon,2025-03-04,413304,en,medicines not available
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Positive,High,Pandare,2024-09-14,413103,mr,other_issue
Road conditions are very poor and dangerous.,Health,Neutral,High,Someshwar,2025-01-26,412306,en,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Negative,Low,Morgaon,2024-01-22,413304,mr,other_issue
वीज पुरवठा अनियमित आहे.,Water,Positive,High,Morgaon,2024-01-07,413304,mr,other_issue
शाळेची इमारत खराब झाली आहे.,Electricity,Neutral,High,Pandare,2024-02-07,413103,mr,other_issue
वीज पुरवठा अनियमित आहे.,Road,Negative,Low,Someshwar,2025-02-11,412306,mr,other_issue
Electricity supply is irregular in our area.,Road,Positive,Low,Baramati,2025-04-30,413102,en,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Positive,Low,Baramati,2025-02-20,413102,mr,other_issue
Medicines are not available at the PHC.,Water,Negative,High,Katphal,2024-07-03,413111,en,medicines not available
रस्त्याची स्थिती अतिशय खराब आहे.,Water,Positive,High,Someshwar,2024-07-14,412306,mr,other_issue
शाळेची इमारत खराब झाली आहे.,Sanitation,Neutral,Low,Supa,2025-02-03,413109,mr,other_issue
वीज पुरवठा अनियमित आहे.,Road,Negative,Low,Nimbut,2025-02-25,413110,mr,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Water,Negative,High,Katphal,2024-06-04,413111,mr,other_issue
Road conditions are very poor and dangerous.,Electricity,Neutral,High,Katphal,2024-01-27,413111,en,other_issue
गावातील स्वच्छता सुविधा अपुरी आहेत.,Sanitation,Neutral,High,Someshwar,2025-05-14,412306,mr,other_issue
No water supply in the village since several days.,Health,Positive,Low,Someshwar,2024-04-27,412306,en,no water supply
No water supply in the village since several days.,Sanitation,Neutral,High,Malegaon,2024-08-20,413115,en,no water supply
School building is damaged and unsafe.,Education,Positive,Low,Someshwar,2024-05-13,412306,en,other_issue
शाळेची इमारत खराब झाली आहे.,Education,Negative,Low,Supa,2024-12-30,413109,mr,other_issue
No water supply in the village since several days.,Sanitation,Positive,Medium,Pandare,2025-04-16,413103,en,no water supply
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Neutral,High,Pandare,2024-05-21,413103,mr,other_issue
No water supply in the village since several days.,Health,Negative,High,Supa,2024-01-11,413109,en,no water supply
शाळेची इमारत खराब झाली आहे.,Sanitation,Positive,High,Supa,2024-07-03,413109,mr,other_issue
शाळेची इमारत खराब झाली आहे.,Sanitation,Negative,Low,Morgaon,2025-07-26,413304,mr,other_issue
शाळेची इमारत खराब झाली आहे.,Education,Neutral,Low,Baramati,2024-01-01,413102,mr,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Electricity,Negative,High,Pandare,2024-08-31,413103,mr,other_issue
School building is damaged and unsafe.,Road,Positive,High,Malegaon,2024-10-21,413115,en,other_issue
Sanitation facilities are not adequate in the village.,Road,Negative,High,Supa,2025-05-24,413109,en,other_issue
Medicines are not available at the PHC.,Road,Negative,Medium,Nimbut,2024-03-21,413110,en,medicines not available
Sanitation facilities are not adequate in the village.,Sanitation,Neutral,High,Katphal,2025-03-18,413111,en,other_issue
शाळेची इमारत खराब झाली आहे.,Health,Positive,Medium,Supa,2025-09-16,413109,mr,other_issue
Sanitation facilities are not adequate in the village.,Education,Neutral,Low,Baramati,2025-04-27,413102,en,other_issue
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Neutral,Medium,Katphal,2025-06-21,413111,mr,other_issue
Road conditions are very poor and dangerous.,Electricity,Neutral,High,Malegaon,2025-01-18,413115,en,other_issue
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Neutral,Medium,Baramati,2025-08-27,413102,mr,other_issue
रस्त्याची स्थिती अतिशय खराब आहे.,Sanitation,Neutral,Medium,Baramati,2024-04-01,413102,mr,other_issue
Electricity supply is irregular in our area.,Health,Positive,Medium,Malegaon,2025-03-10,413115,en,other_issue
रस्त्याची स्थिती अतिशय खराब आहे.,Education,Neutral,Low,Malegaon,2025-08-07,413115,mr,other_issue
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Negative,High,Someshwar,2025-02-25,412306,mr,other_issue
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Road,Negative,Medium,Malegaon,2024-07-17,413115,mr,other_issue
रस्त्याची स्थिती अतिशय खराब आहे.,Road,Neutral,High,Pandare,2024-10-09,413103,mr,other_issue
Medicines are not available at the PHC.,Road,Neutral,Medium,Someshwar,2024-03-30,412306,en,medicines not available
Medicines are not available at the PHC.,Road,Negative,High,Someshwar,2024-11-13,412306,en,medicines not available
गावातील स्वच्छता सुविधा अपुरी आहेत.,Electricity,Neutral,High,Someshwar,2025-03-29,412306,mr,other_issue
Sanitation facilities are not adequate in the village.,Electricity,Positive,High,Morgaon,2024-11-19,413304,en,other_issue
गावातील स्वच्छता सुविधा अपुरी आहेत.,Health,Positive,Medium,Pandare,2025-06-26,413103,mr,other_issue
Road conditions are very poor and dangerous.,Sanitation,Positive,Medium,Supa,2025-02-05,413109,en,other_issue
School building is damaged and unsafe.,Electricity,Neutral,High,Nimbut,2024-10-19,413110,en,other_issue
Medicines are not available at the PHC.,Health,Neutral,Low,Supa,2025-08-22,413109,en,medicines not available
गावातील स्वच्छता सुविधा अपुरी आहेत.,Water,Positive,High,Malegaon,2024-08-05,413115,mr,other_issue
No water supply in the village since several days.,Health,Positive,Low,Baramati,2025-04-10,413102,en,no water supply
शाळेची इमारत खराब झाली आहे.,Water,Positive,High,Supa,2024-02-02,413109,mr,other_issue
School building is damaged and unsafe.,Road,Neutral,High,Morgaon,2024-08-01,413304,en,other_issue
School building is damaged and unsafe.,Sanitation,Negative,Medium,Supa,2024-07-23,413109,en,other_issue
Sanitation facilities are not adequate in the village.,Education,Neutral,Low,Baramati,2024-08-26,413102,en,other_issue
No water supply in the village since several days.,Electricity,Neutral,High,Nimbut,2025-02-15,413110,en,no water supply
गावात पाणी पुरवठा काही दिवसांपासून नाही.,Health,Negative,Medium,Baramati,2025-07-28,413102,mr,other_issue
Electricity supply is irregular in our area.,Electricity,Positive,High,Supa,2025-09-17,413109,en,other_issue
No water supply in the village since several days.,Education,Negative,Low,Pandare,2024-06-16,413103,en,no water supply
Medicines are not available at the PHC.,Sanitation,Neutral,Medium,Malegaon,2025-07-19,413115,en,medicines not available
रस्त्याची स्थिती अतिशय खराब आहे.,Health,Positive,Medium,Someshwar,2024-10-09,412306,mr,other_issue
